job_title,company,location,experience,salary,posted_date,description
Data Engineer,Confluent,"Denver, CO",1-3 years,$140k-$180k,2024-03-15,"Design scalable data infrastructure. Python, SQL, and Spark expertise. Build Data Pipeline systems with Airflow. Data Lake architecture on AWS S3 or GCS. Snowflake or BigQuery for analytics. Kafka for event streaming. ETL and data transformation with dbt. Docker and Kubernetes. Data Modeling and schema design. Hadoop ecosystem knowledge. Git workflow. Problem Solving skills."
NLP Engineer,Bloomberg,"New York, NY",4-6 years,$150k-$190k,2024-06-21,"Develop Natural Language Processing solutions at scale. Python and Deep Learning expertise. Transformer models (BERT, GPT) for NLP tasks. Text preprocessing and Feature Engineering for NLP. Sentence-BERT and embedding models. Knowledge of spaCy and NLTK. Build scalable NLP pipelines with Airflow. Deploy on AWS or GCP. Version control with Git. Research background in computational linguistics."
Data Engineer,dbt Labs,"Seattle, WA",3-5 years,$120k-$160k,2024-04-20,"Develop data platform solutions. Python and SQL for data processing. PySpark for large-scale transformations. Airflow or Prefect for orchestration. Data Warehouse management (Snowflake, BigQuery). Kafka and streaming architectures. Docker containerization. Cloud platforms (AWS, GCP). ETL pipeline development. dbt for transformations. PostgreSQL database management. Data quality frameworks."
NLP Engineer,Apple,"San Francisco, CA",4-6 years,$160k-$200k,2024-03-19,"Create language understanding systems for product features. Python, PyTorch, and TensorFlow for model development. NLP tasks: Text Classification, Sentiment Analysis, NER. Experience with LLM and Generative AI. Hugging Face Transformers for model deployment. Data processing with Pandas and NumPy. Docker containerization. CI/CD with GitHub Actions. Strong Communication and research skills."
Data Scientist,Palantir,Remote,2-4 years,$120k-$160k,2024-09-27,"Build machine learning models for customer analytics and recommendation. Strong Python and SQL skills. Experience with Pandas, NumPy, and scikit-learn. Deep Learning with TensorFlow for advanced models. NLP experience for text analysis. Create reports using Tableau. Statistical analysis including Probability and Bayesian methods. Work with BigQuery and Snowflake data warehouses. Collaborate across teams with strong Communication skills."
Data Analyst,Target,"Chicago, IL",0-1 years,$55k-$75k,2024-03-07,Extract insights from large datasets using SQL and Python. Create interactive dashboards with Tableau. Data manipulation with Pandas and NumPy. Statistical analysis and A/B Testing. Report generation and data storytelling. Knowledge of BigQuery and data warehousing. Excel proficiency for financial analysis. Problem Solving and critical thinking. Team collaboration skills.
Computer Vision Engineer,Autodesk,"Palo Alto, CA",4-7 years,$140k-$180k,2024-12-28,"Develop Computer Vision algorithms for autonomous systems. Expert in Python, PyTorch, and TensorFlow. Experience with CNN, Object Detection, and Image Classification. Knowledge of OpenCV and image processing. Deploy models on edge devices. Experience with CUDA and GPU optimization. Build data pipelines for large image datasets. Docker and Kubernetes deployment. Strong foundation in Linear Algebra and Optimization."
Cloud Engineer,AWS,Remote,4-7 years,$120k-$160k,2024-05-31,"Architect scalable cloud solutions. Multi-cloud experience (AWS, GCP, Azure). Kubernetes for orchestration. Docker for containerization. Terraform and Ansible for IaC. CI/CD with GitHub Actions. Linux and networking. Security best practices. Monitoring with Grafana. Python and Go for tooling. Database design. Agile methodology."
Data Analyst,PwC,"Dallas, TX",2-4 years,$70k-$90k,2024-10-10,Support business decisions through data analysis. SQL expert for complex queries. Python scripting with Pandas for data processing. Visualization with Power BI and Tableau. Statistical methods including Hypothesis Testing. Data quality assessment and cleaning. ETL pipeline understanding. Communication with non-technical stakeholders. Experience with Google Cloud or AWS analytics tools.
Data Engineer,Prefect,"San Francisco, CA",1-3 years,$150k-$190k,2024-04-23,"Develop data platform solutions. Python and SQL for data processing. PySpark for large-scale transformations. Airflow or Prefect for orchestration. Data Warehouse management (Snowflake, BigQuery). Kafka and streaming architectures. Docker containerization. Cloud platforms (AWS, GCP). ETL pipeline development. dbt for transformations. PostgreSQL database management. Data quality frameworks."
MLOps Engineer,Instacart,"Seattle, WA",3-5 years,$150k-$190k,2024-06-10,"Build and maintain ML infrastructure and deployment pipelines. Expert in Python, Docker, and Kubernetes. Experience with MLflow, Kubeflow, and Airflow. CI/CD pipeline development with Jenkins and GitHub Actions. AWS or GCP cloud infrastructure. Terraform for infrastructure as code. Model monitoring and observability with Grafana. Linux system administration. Git version control. SageMaker or Vertex AI for managed ML. Model Deployment and Serving at scale."
Data Scientist,IBM,"Chicago, IL",0-2 years,$120k-$160k,2024-09-29,"Apply statistical methods and machine learning to solve business problems. Proficient in Python, R, and SQL. Experience with Pandas, NumPy, and scikit-learn. Build dashboards using Tableau and Power BI. Conduct A/B Testing and Hypothesis Testing. Deep Learning experience with TensorFlow or PyTorch is a plus. Knowledge of NLP and Text Classification. Work with large datasets using Spark. Strong Communication and presentation skills."
Backend Developer,Datadog,"Seattle, WA",3-5 years,$90k-$120k,2024-10-02,Develop high-performance backend systems. Python and SQL expertise. FastAPI or Django for web services. PostgreSQL and Redis for data storage. Docker and Kubernetes for deployment. AWS cloud services. API Development and documentation. Git workflow and code review. Linux administration. Elasticsearch for search. CI/CD pipeline management. Strong Problem Solving skills.
AI Engineer,Cohere,Remote,2-4 years,$130k-$170k,2024-01-24,"Build and deploy AI systems using Large Language Models. Expert in Python, PyTorch, and TensorFlow. Experience with Transformers, BERT, GPT, and Hugging Face. Implement RAG (Retrieval Augmented Generation) pipelines. Work with LangChain and LangGraph for Agentic AI systems. Fine-tuning models for specific tasks. Deploy using Docker and Kubernetes on AWS. Vector Database experience with Pinecone, FAISS, or ChromaDB. Strong foundation in NLP and Deep Learning."
Backend Developer,Datadog,"San Francisco, CA",2-4 years,$90k-$120k,2024-02-28,"Build scalable backend services and APIs. Expert in Python, Java, or Go. Experience with FastAPI, Flask, or Django. Database design with PostgreSQL and MongoDB. Redis for caching. Docker containerization. Kubernetes orchestration. CI/CD with Jenkins or GitHub Actions. RESTful API and GraphQL design. Linux server management. Git version control. Microservices architecture. Message queues with Kafka or RabbitMQ."
AI Engineer,DeepMind,"New York, NY",1-3 years,$130k-$170k,2024-10-10,"Create AI-powered products using state-of-the-art models. Python, PyTorch, TensorFlow expertise required. LLM experience with GPT, BERT, and custom Transformers. RAG implementation with Vector Databases (Pinecone, Weaviate, FAISS). Agentic AI development with LangChain and LangGraph. Model serving and optimization. Docker and Kubernetes deployment. FastAPI for building AI APIs. MLflow for experiment tracking. Strong research and Problem Solving skills."
Machine Learning Engineer,Google,"Seattle, WA",1-3 years,$160k-$200k,2024-04-27,"Design and implement machine learning models for production systems. Work with Python, TensorFlow, PyTorch, and scikit-learn. Experience with NLP, Computer Vision, or Recommendation Systems. Deploy models using Docker, Kubernetes, and AWS SageMaker. Strong foundation in Statistics and Linear Algebra. Build data pipelines with Spark and Airflow. Collaborate with cross-functional teams using Agile methodology. Experience with MLflow for experiment tracking. CI/CD pipeline development with Jenkins and GitHub Actions."
Computer Vision Engineer,Waymo,Remote,4-7 years,$120k-$160k,2024-09-07,"Build image recognition and analysis systems. Python and Deep Learning expertise. PyTorch for model development. CNN architectures (ResNet, EfficientNet, YOLO). Object Detection and Semantic Segmentation. Data augmentation and preprocessing with NumPy. Model optimization and quantization. Deploy using Docker and AWS. TensorFlow Lite for mobile deployment. Git version control."
NLP Engineer,Primer AI,Remote,2-4 years,$150k-$190k,2024-10-04,"Develop Natural Language Processing solutions at scale. Python and Deep Learning expertise. Transformer models (BERT, GPT) for NLP tasks. Text preprocessing and Feature Engineering for NLP. Sentence-BERT and embedding models. Knowledge of spaCy and NLTK. Build scalable NLP pipelines with Airflow. Deploy on AWS or GCP. Version control with Git. Research background in computational linguistics."
Data Engineer,Snowflake,"San Francisco, CA",1-3 years,$150k-$190k,2024-03-12,Build and maintain data pipelines at scale. Expert in Python and SQL. Experience with Spark and PySpark for distributed processing. Airflow for workflow orchestration. ETL pipeline development. Data Warehouse design with Snowflake or BigQuery. Kafka for real-time streaming. Docker deployment. AWS or GCP cloud services. dbt for data transformation. PostgreSQL and MongoDB. Data quality monitoring. Git version control.
Data Scientist,Deloitte,"San Francisco, CA",2-4 years,$130k-$170k,2024-06-18,"Apply statistical methods and machine learning to solve business problems. Proficient in Python, R, and SQL. Experience with Pandas, NumPy, and scikit-learn. Build dashboards using Tableau and Power BI. Conduct A/B Testing and Hypothesis Testing. Deep Learning experience with TensorFlow or PyTorch is a plus. Knowledge of NLP and Text Classification. Work with large datasets using Spark. Strong Communication and presentation skills."
NLP Engineer,Bloomberg,"Pittsburgh, PA",4-6 years,$150k-$190k,2024-09-15,"Create language understanding systems for product features. Python, PyTorch, and TensorFlow for model development. NLP tasks: Text Classification, Sentiment Analysis, NER. Experience with LLM and Generative AI. Hugging Face Transformers for model deployment. Data processing with Pandas and NumPy. Docker containerization. CI/CD with GitHub Actions. Strong Communication and research skills."
Backend Developer,Google,"New York, NY",0-2 years,$120k-$160k,2024-08-21,Design and implement backend infrastructure. Java or Python for server-side development. SQL database design with PostgreSQL or MySQL. MongoDB for document storage. Docker and Kubernetes. AWS or GCP deployment. RESTful API design. Microservices patterns. Message queue systems (Kafka). CI/CD automation. Git version control. Agile development methodology.
MLOps Engineer,Tecton,"Seattle, WA",4-7 years,$150k-$190k,2024-11-29,"Operationalize machine learning models in production. Python, Docker, Kubernetes expertise. MLflow and Kubeflow for ML lifecycle. Build CI/CD pipelines for model deployment. AWS cloud services (SageMaker, ECR, EKS). Terraform infrastructure management. Monitoring and alerting. Linux administration and Bash scripting. Git workflow management. Collaborative Agile environment. FastAPI for model serving."
Backend Developer,HashiCorp,"New York, NY",3-5 years,$90k-$120k,2024-05-16,"Build scalable backend services and APIs. Expert in Python, Java, or Go. Experience with FastAPI, Flask, or Django. Database design with PostgreSQL and MongoDB. Redis for caching. Docker containerization. Kubernetes orchestration. CI/CD with Jenkins or GitHub Actions. RESTful API and GraphQL design. Linux server management. Git version control. Microservices architecture. Message queues with Kafka or RabbitMQ."
Machine Learning Engineer,Microsoft,"New York, NY",5-7 years,$140k-$180k,2024-11-25,"Create end-to-end machine learning solutions for product features. Work with Python, TensorFlow, and PyTorch for model development. Experience with NLP tasks including Text Classification and Sentiment Analysis. Build scalable data pipelines with Kafka and Spark. Deploy using Docker and Kubernetes on Azure. MLflow for model versioning and experiment tracking. Strong foundation in Statistics, Regression, and Classification. Collaborative work in Agile/Scrum environment."
MLOps Engineer,BentoML,"San Francisco, CA",4-7 years,$150k-$190k,2024-05-17,"Operationalize machine learning models in production. Python, Docker, Kubernetes expertise. MLflow and Kubeflow for ML lifecycle. Build CI/CD pipelines for model deployment. AWS cloud services (SageMaker, ECR, EKS). Terraform infrastructure management. Monitoring and alerting. Linux administration and Bash scripting. Git workflow management. Collaborative Agile environment. FastAPI for model serving."
Data Scientist,Salesforce,"New York, NY",1-3 years,$90k-$120k,2024-07-27,"Analyze complex datasets to extract actionable insights. Proficiency in Python, R, and SQL required. Statistical modeling with scikit-learn and advanced techniques. Data visualization with Tableau, Power BI, and Matplotlib. A/B Testing and experiment design expertise. Machine Learning model development and evaluation. Experience with cloud-based analytics on AWS. Feature Engineering for model improvement. Strong Problem Solving and analytical thinking."
Data Engineer,Snowflake,"New York, NY",2-4 years,$110k-$150k,2024-12-04,Build and maintain data pipelines at scale. Expert in Python and SQL. Experience with Spark and PySpark for distributed processing. Airflow for workflow orchestration. ETL pipeline development. Data Warehouse design with Snowflake or BigQuery. Kafka for real-time streaming. Docker deployment. AWS or GCP cloud services. dbt for data transformation. PostgreSQL and MongoDB. Data quality monitoring. Git version control.
Cloud Engineer,Oracle,"Austin, TX",2-4 years,$110k-$140k,2024-09-03,Build and maintain cloud-native applications. AWS or Azure certification preferred. Terraform for infrastructure as code. Docker and Kubernetes expertise. CI/CD automation. Linux administration and Bash scripting. Networking and security. Monitoring and observability. Python scripting for automation. Cost management and optimization. Collaborative team environment.
Data Engineer,Great Expectations,"Denver, CO",4-6 years,$110k-$150k,2024-02-20,"Develop data platform solutions. Python and SQL for data processing. PySpark for large-scale transformations. Airflow or Prefect for orchestration. Data Warehouse management (Snowflake, BigQuery). Kafka and streaming architectures. Docker containerization. Cloud platforms (AWS, GCP). ETL pipeline development. dbt for transformations. PostgreSQL database management. Data quality frameworks."
Cloud Engineer,AWS,Remote,4-7 years,$140k-$180k,2024-12-07,Build and maintain cloud-native applications. AWS or Azure certification preferred. Terraform for infrastructure as code. Docker and Kubernetes expertise. CI/CD automation. Linux administration and Bash scripting. Networking and security. Monitoring and observability. Python scripting for automation. Cost management and optimization. Collaborative team environment.
Data Scientist,IBM,Remote,1-3 years,$130k-$170k,2024-08-10,"Build machine learning models for customer analytics and recommendation. Strong Python and SQL skills. Experience with Pandas, NumPy, and scikit-learn. Deep Learning with TensorFlow for advanced models. NLP experience for text analysis. Create reports using Tableau. Statistical analysis including Probability and Bayesian methods. Work with BigQuery and Snowflake data warehouses. Collaborate across teams with strong Communication skills."
Data Scientist,DataRobot,"San Francisco, CA",1-3 years,$130k-$170k,2024-03-23,"Build machine learning models for customer analytics and recommendation. Strong Python and SQL skills. Experience with Pandas, NumPy, and scikit-learn. Deep Learning with TensorFlow for advanced models. NLP experience for text analysis. Create reports using Tableau. Statistical analysis including Probability and Bayesian methods. Work with BigQuery and Snowflake data warehouses. Collaborate across teams with strong Communication skills."
Machine Learning Engineer,Amazon,Remote,1-3 years,$120k-$160k,2024-04-22,"Develop ML pipelines for real-time prediction systems. Strong Python and SQL skills required. Experience with scikit-learn, XGBoost, and LightGBM. Build feature engineering pipelines using Spark and Airflow. Deploy models on AWS using SageMaker and Lambda. Monitoring with Grafana and Prometheus. Knowledge of A/B Testing and experiment design. Git version control and CI/CD practices. Linux command line proficiency."
Computer Vision Engineer,Canon,"Austin, TX",4-7 years,$140k-$180k,2024-04-20,"Develop Computer Vision algorithms for autonomous systems. Expert in Python, PyTorch, and TensorFlow. Experience with CNN, Object Detection, and Image Classification. Knowledge of OpenCV and image processing. Deploy models on edge devices. Experience with CUDA and GPU optimization. Build data pipelines for large image datasets. Docker and Kubernetes deployment. Strong foundation in Linear Algebra and Optimization."
Cloud Engineer,Rackspace,"Reston, VA",4-7 years,$110k-$140k,2024-08-14,"Design and manage cloud infrastructure on AWS or GCP. Experience with Terraform, Ansible, and CloudFormation. Docker and Kubernetes for container orchestration. CI/CD pipeline design with Jenkins and GitHub Actions. Linux system administration. Networking and security configuration. Monitoring with CloudWatch, Prometheus, and Grafana. Python and Shell scripting. Database management (PostgreSQL, DynamoDB). Cost optimization. Git version control."
Data Scientist,Stripe,Remote,2-4 years,$90k-$120k,2024-07-27,"Develop predictive models and data-driven insights. Expert in Python, SQL, and Statistics. Use scikit-learn, XGBoost, and LightGBM for modeling. Create visualizations with Matplotlib, Seaborn, and Plotly. Experience with Feature Engineering and Data Modeling. Knowledge of Clustering, Regression, and Classification techniques. Work with cloud platforms like AWS or GCP. Version control with Git. Agile methodology experience."
NLP Engineer,Google,Remote,2-4 years,$130k-$170k,2024-09-30,"Create language understanding systems for product features. Python, PyTorch, and TensorFlow for model development. NLP tasks: Text Classification, Sentiment Analysis, NER. Experience with LLM and Generative AI. Hugging Face Transformers for model deployment. Data processing with Pandas and NumPy. Docker containerization. CI/CD with GitHub Actions. Strong Communication and research skills."
AI Engineer,Cohere,"New York, NY",2-4 years,$170k-$220k,2024-06-05,"Create AI-powered products using state-of-the-art models. Python, PyTorch, TensorFlow expertise required. LLM experience with GPT, BERT, and custom Transformers. RAG implementation with Vector Databases (Pinecone, Weaviate, FAISS). Agentic AI development with LangChain and LangGraph. Model serving and optimization. Docker and Kubernetes deployment. FastAPI for building AI APIs. MLflow for experiment tracking. Strong research and Problem Solving skills."
Cloud Engineer,Rackspace,Remote,3-5 years,$140k-$180k,2024-07-02,Build and maintain cloud-native applications. AWS or Azure certification preferred. Terraform for infrastructure as code. Docker and Kubernetes expertise. CI/CD automation. Linux administration and Bash scripting. Networking and security. Monitoring and observability. Python scripting for automation. Cost management and optimization. Collaborative team environment.
Data Engineer,Prefect,"San Francisco, CA",2-4 years,$110k-$150k,2024-04-18,"Develop data platform solutions. Python and SQL for data processing. PySpark for large-scale transformations. Airflow or Prefect for orchestration. Data Warehouse management (Snowflake, BigQuery). Kafka and streaming architectures. Docker containerization. Cloud platforms (AWS, GCP). ETL pipeline development. dbt for transformations. PostgreSQL database management. Data quality frameworks."
Computer Vision Engineer,Samsung,"Palo Alto, CA",4-7 years,$120k-$160k,2024-03-19,Create visual AI systems for product applications. Computer Vision with PyTorch and TensorFlow. Image Classification and Object Detection models. GAN for image generation. Video analysis and processing. Cloud deployment on GCP. MLflow for experiment tracking. Docker containerization. Strong mathematical foundation. Collaborative team environment.
AI Engineer,Anyscale,"New York, NY",1-3 years,$130k-$170k,2024-11-18,Design and implement AI solutions for enterprise clients. Deep Learning with PyTorch and TensorFlow. NLP expertise including Named Entity Recognition and Text Classification. Computer Vision for image analysis. LLM fine-tuning and deployment. Build data pipelines with Airflow and Spark. Deploy on Azure or AWS cloud. Generative AI application development. Knowledge of Reinforcement Learning. Collaborative Agile development.
Data Scientist,Deloitte,"Boston, MA",3-5 years,$120k-$160k,2024-01-10,"Analyze complex datasets to extract actionable insights. Proficiency in Python, R, and SQL required. Statistical modeling with scikit-learn and advanced techniques. Data visualization with Tableau, Power BI, and Matplotlib. A/B Testing and experiment design expertise. Machine Learning model development and evaluation. Experience with cloud-based analytics on AWS. Feature Engineering for model improvement. Strong Problem Solving and analytical thinking."
Cloud Engineer,IBM Cloud,Remote,4-7 years,$120k-$160k,2024-03-13,"Design and manage cloud infrastructure on AWS or GCP. Experience with Terraform, Ansible, and CloudFormation. Docker and Kubernetes for container orchestration. CI/CD pipeline design with Jenkins and GitHub Actions. Linux system administration. Networking and security configuration. Monitoring with CloudWatch, Prometheus, and Grafana. Python and Shell scripting. Database management (PostgreSQL, DynamoDB). Cost optimization. Git version control."
Computer Vision Engineer,Unity,"San Francisco, CA",2-4 years,$150k-$190k,2024-06-03,Create visual AI systems for product applications. Computer Vision with PyTorch and TensorFlow. Image Classification and Object Detection models. GAN for image generation. Video analysis and processing. Cloud deployment on GCP. MLflow for experiment tracking. Docker containerization. Strong mathematical foundation. Collaborative team environment.
NLP Engineer,Explosion AI,"New York, NY",4-6 years,$110k-$150k,2024-02-28,"Create language understanding systems for product features. Python, PyTorch, and TensorFlow for model development. NLP tasks: Text Classification, Sentiment Analysis, NER. Experience with LLM and Generative AI. Hugging Face Transformers for model deployment. Data processing with Pandas and NumPy. Docker containerization. CI/CD with GitHub Actions. Strong Communication and research skills."
Data Engineer,Snowflake,Remote,4-6 years,$150k-$190k,2024-01-16,"Develop data platform solutions. Python and SQL for data processing. PySpark for large-scale transformations. Airflow or Prefect for orchestration. Data Warehouse management (Snowflake, BigQuery). Kafka and streaming architectures. Docker containerization. Cloud platforms (AWS, GCP). ETL pipeline development. dbt for transformations. PostgreSQL database management. Data quality frameworks."
NLP Engineer,Apple,"Seattle, WA",4-6 years,$130k-$170k,2024-09-05,"Create language understanding systems for product features. Python, PyTorch, and TensorFlow for model development. NLP tasks: Text Classification, Sentiment Analysis, NER. Experience with LLM and Generative AI. Hugging Face Transformers for model deployment. Data processing with Pandas and NumPy. Docker containerization. CI/CD with GitHub Actions. Strong Communication and research skills."
Computer Vision Engineer,Waymo,"San Diego, CA",3-5 years,$140k-$180k,2024-04-11,Create visual AI systems for product applications. Computer Vision with PyTorch and TensorFlow. Image Classification and Object Detection models. GAN for image generation. Video analysis and processing. Cloud deployment on GCP. MLflow for experiment tracking. Docker containerization. Strong mathematical foundation. Collaborative team environment.
Data Analyst,EY,"New York, NY",1-3 years,$60k-$80k,2024-01-05,Support business decisions through data analysis. SQL expert for complex queries. Python scripting with Pandas for data processing. Visualization with Power BI and Tableau. Statistical methods including Hypothesis Testing. Data quality assessment and cleaning. ETL pipeline understanding. Communication with non-technical stakeholders. Experience with Google Cloud or AWS analytics tools.
Computer Vision Engineer,Canon,"San Diego, CA",3-5 years,$120k-$160k,2024-07-27,Create visual AI systems for product applications. Computer Vision with PyTorch and TensorFlow. Image Classification and Object Detection models. GAN for image generation. Video analysis and processing. Cloud deployment on GCP. MLflow for experiment tracking. Docker containerization. Strong mathematical foundation. Collaborative team environment.
Data Engineer,Monte Carlo,"Denver, CO",2-4 years,$120k-$160k,2024-03-05,Build and maintain data pipelines at scale. Expert in Python and SQL. Experience with Spark and PySpark for distributed processing. Airflow for workflow orchestration. ETL pipeline development. Data Warehouse design with Snowflake or BigQuery. Kafka for real-time streaming. Docker deployment. AWS or GCP cloud services. dbt for data transformation. PostgreSQL and MongoDB. Data quality monitoring. Git version control.
Data Analyst,Walmart,"Dallas, TX",0-1 years,$80k-$110k,2024-06-24,Support business decisions through data analysis. SQL expert for complex queries. Python scripting with Pandas for data processing. Visualization with Power BI and Tableau. Statistical methods including Hypothesis Testing. Data quality assessment and cleaning. ETL pipeline understanding. Communication with non-technical stakeholders. Experience with Google Cloud or AWS analytics tools.
Cloud Engineer,Snowflake,"Reston, VA",4-7 years,$140k-$180k,2024-07-06,"Architect scalable cloud solutions. Multi-cloud experience (AWS, GCP, Azure). Kubernetes for orchestration. Docker for containerization. Terraform and Ansible for IaC. CI/CD with GitHub Actions. Linux and networking. Security best practices. Monitoring with Grafana. Python and Go for tooling. Database design. Agile methodology."
MLOps Engineer,Netflix,"San Francisco, CA",4-7 years,$140k-$180k,2024-05-08,"Operationalize machine learning models in production. Python, Docker, Kubernetes expertise. MLflow and Kubeflow for ML lifecycle. Build CI/CD pipelines for model deployment. AWS cloud services (SageMaker, ECR, EKS). Terraform infrastructure management. Monitoring and alerting. Linux administration and Bash scripting. Git workflow management. Collaborative Agile environment. FastAPI for model serving."
Data Engineer,Databricks,"Seattle, WA",1-3 years,$120k-$160k,2024-07-04,Build and maintain data pipelines at scale. Expert in Python and SQL. Experience with Spark and PySpark for distributed processing. Airflow for workflow orchestration. ETL pipeline development. Data Warehouse design with Snowflake or BigQuery. Kafka for real-time streaming. Docker deployment. AWS or GCP cloud services. dbt for data transformation. PostgreSQL and MongoDB. Data quality monitoring. Git version control.
Backend Developer,HashiCorp,Remote,3-5 years,$90k-$120k,2024-12-11,Develop high-performance backend systems. Python and SQL expertise. FastAPI or Django for web services. PostgreSQL and Redis for data storage. Docker and Kubernetes for deployment. AWS cloud services. API Development and documentation. Git workflow and code review. Linux administration. Elasticsearch for search. CI/CD pipeline management. Strong Problem Solving skills.
Backend Developer,MongoDB,"San Francisco, CA",2-4 years,$140k-$180k,2024-01-19,Design and implement backend infrastructure. Java or Python for server-side development. SQL database design with PostgreSQL or MySQL. MongoDB for document storage. Docker and Kubernetes. AWS or GCP deployment. RESTful API design. Microservices patterns. Message queue systems (Kafka). CI/CD automation. Git version control. Agile development methodology.
Data Scientist,Deloitte,"Boston, MA",1-3 years,$120k-$160k,2024-04-25,"Develop predictive models and data-driven insights. Expert in Python, SQL, and Statistics. Use scikit-learn, XGBoost, and LightGBM for modeling. Create visualizations with Matplotlib, Seaborn, and Plotly. Experience with Feature Engineering and Data Modeling. Knowledge of Clustering, Regression, and Classification techniques. Work with cloud platforms like AWS or GCP. Version control with Git. Agile methodology experience."
Cloud Engineer,AWS,"Reston, VA",1-3 years,$150k-$190k,2024-12-17,"Architect scalable cloud solutions. Multi-cloud experience (AWS, GCP, Azure). Kubernetes for orchestration. Docker for containerization. Terraform and Ansible for IaC. CI/CD with GitHub Actions. Linux and networking. Security best practices. Monitoring with Grafana. Python and Go for tooling. Database design. Agile methodology."
Data Scientist,Palantir,"New York, NY",1-3 years,$90k-$120k,2024-05-03,"Apply statistical methods and machine learning to solve business problems. Proficient in Python, R, and SQL. Experience with Pandas, NumPy, and scikit-learn. Build dashboards using Tableau and Power BI. Conduct A/B Testing and Hypothesis Testing. Deep Learning experience with TensorFlow or PyTorch is a plus. Knowledge of NLP and Text Classification. Work with large datasets using Spark. Strong Communication and presentation skills."
Computer Vision Engineer,Unity,"Austin, TX",4-7 years,$160k-$200k,2024-08-11,"Build image recognition and analysis systems. Python and Deep Learning expertise. PyTorch for model development. CNN architectures (ResNet, EfficientNet, YOLO). Object Detection and Semantic Segmentation. Data augmentation and preprocessing with NumPy. Model optimization and quantization. Deploy using Docker and AWS. TensorFlow Lite for mobile deployment. Git version control."
Backend Developer,HashiCorp,"Seattle, WA",0-2 years,$90k-$120k,2024-05-29,Design and implement backend infrastructure. Java or Python for server-side development. SQL database design with PostgreSQL or MySQL. MongoDB for document storage. Docker and Kubernetes. AWS or GCP deployment. RESTful API design. Microservices patterns. Message queue systems (Kafka). CI/CD automation. Git version control. Agile development methodology.
MLOps Engineer,BentoML,"Austin, TX",4-7 years,$150k-$190k,2024-08-01,"Operationalize machine learning models in production. Python, Docker, Kubernetes expertise. MLflow and Kubeflow for ML lifecycle. Build CI/CD pipelines for model deployment. AWS cloud services (SageMaker, ECR, EKS). Terraform infrastructure management. Monitoring and alerting. Linux administration and Bash scripting. Git workflow management. Collaborative Agile environment. FastAPI for model serving."
Computer Vision Engineer,Canon,Remote,2-4 years,$140k-$180k,2024-12-30,Create visual AI systems for product applications. Computer Vision with PyTorch and TensorFlow. Image Classification and Object Detection models. GAN for image generation. Video analysis and processing. Cloud deployment on GCP. MLflow for experiment tracking. Docker containerization. Strong mathematical foundation. Collaborative team environment.
AI Engineer,Cohere,Remote,4-7 years,$130k-$170k,2024-05-26,"Create AI-powered products using state-of-the-art models. Python, PyTorch, TensorFlow expertise required. LLM experience with GPT, BERT, and custom Transformers. RAG implementation with Vector Databases (Pinecone, Weaviate, FAISS). Agentic AI development with LangChain and LangGraph. Model serving and optimization. Docker and Kubernetes deployment. FastAPI for building AI APIs. MLflow for experiment tracking. Strong research and Problem Solving skills."
MLOps Engineer,Instacart,Remote,3-5 years,$160k-$200k,2024-05-27,"Build and maintain ML infrastructure and deployment pipelines. Expert in Python, Docker, and Kubernetes. Experience with MLflow, Kubeflow, and Airflow. CI/CD pipeline development with Jenkins and GitHub Actions. AWS or GCP cloud infrastructure. Terraform for infrastructure as code. Model monitoring and observability with Grafana. Linux system administration. Git version control. SageMaker or Vertex AI for managed ML. Model Deployment and Serving at scale."
Backend Developer,Google,"Toronto, Canada",0-2 years,$100k-$140k,2024-10-09,Develop high-performance backend systems. Python and SQL expertise. FastAPI or Django for web services. PostgreSQL and Redis for data storage. Docker and Kubernetes for deployment. AWS cloud services. API Development and documentation. Git workflow and code review. Linux administration. Elasticsearch for search. CI/CD pipeline management. Strong Problem Solving skills.
